BRG NO,Span Grp,Span Length,Span Length for cal,Span Type,LL:DL Ratio,Year BLT,Rating,>ST45,Semi-Trailer,B-Double,No of lane,Design Key,SPAN@ABS,DESIGNBM,DESIGNShear,HMLBM,HMLShear ,Rating BM,Rating Shear,Final BM,Final Shear,Allowance (DesignLoad),Allowance(FinalRating)
83,6,33.52,33.52,PBOXG,5,1972,NR,0,Y,N,2,5,0.52,2840.405,361.182,4016.641099,463.415,0,0,4016.641,463.415,0.05,0.111
83,1,30.48,30.48,PBOXG,5,1972,NR,0,Y,N,2,5,0.48,2560.139,360.613,3503.247659,458.99,0,0,3503.248,458.99,0.05,0.111
86,1,9.14,9.14,PPLNK,3.5,1973,ST59,59,Y,Y,2,5,0.14,503.079,290.476,540.33525,284.448,606.7592681,329.7286194,606.759,329.729,0.05,0.111
86,2,10.66,10.66,PPLNK,3.5,1973,ST59,59,Y,Y,2,5,0.66,645.692,309.041,663.399828,315.512,754.0277549,366.2054616,754.028,366.205,0.05,0.111
86,3,9.14,9.14,PPLNK,3.5,1973,ST59,59,Y,Y,2,5,0.14,503.079,290.476,540.33525,284.448,606.7592681,329.7286194,606.759,329.729,0.05,0.111
88,1,33.21,33.21,PVSLB,3.5,1979,,0,Y,Y,2,7,0.21,6066.166,817.482,4307.425669,568.909,0,0,4307.426,568.909,0.05,0.111
89,1,15.8,15.8,PPLNK,3.5,1979,NR,0,Y,Y,2,7,0.8,1719.63,554.4,1288.272581,395.378,0,0,1288.273,395.378,0.05,0.111
92,2-10,27,27,PGIRD,4,1978,NR,0,Y,Y,2,7,0,4443.12,762.667,3097.471265,521.561,0,0,3097.471,521.561,0.05,0.111
92,11-13,23.1,23.1,PGIRD,4,1978,NR,0,Y,Y,2,7,0.1,3423.816,713.087,2319.86573,475.781,0,0,2319.866,475.781,0.05,0.111
92,14,28.2,28.2,PGIRD,4,1978,NR,0,Y,Y,2,7,0.2,4756.752,775.094,3333.710316,532.625,0,0,3333.71,532.625,0.05,0.111
92,15,21.8,21.8,PGIRD,4,1978,NR,0,Y,Y,2,7,0.8,3084.048,692.571,2089.183477,456.197,0,0,2089.183,456.197,0.05,0.111
92,16-17,22.5,22.5,PGIRD,4,1978,NR,0,Y,Y,2,7,0.5,3267,703.826,2207.715659,466.97,0,0,2207.716,466.97,0.05,0.111
92,18,21.7,21.7,PGIRD,4,1978,NR,0,Y,Y,2,7,0.7,3057.912,690.857,2075.944248,454.542,0,0,2075.944,454.542,0.05,0.111
92,1,26.2,26.2,PGIRD,4,1978,NR,0,Y,Y,2,7,0.2,4234.032,753.641,2939.124053,513.399,0,0,2939.124,513.399,0.05,0.111
94,1-2,12.19,12.19,PPLNK,3.5,1974,ST58,58,Y,Y,2,5,0.19,803.409,323.225,842.3788817,346.012,963.078759,397.5338866,963.079,397.534,0.05,0.111
96,1-2,12.19,12.19,PPLNK,3.5,1972,ST68,68,Y,Y,2,5,0.19,803.409,323.225,842.3788817,346.012,963.078759,397.5338866,963.079,397.534,0.05,0.111
98,1,10.51,10.51,SGIRD,3.5,1932,NR,0,Y,Y,2,3,0.51,514.28,239.445,649.4373671,312.789,0,0,649.437,312.789,0.05,0.111
100,1,9.95,9.95,PPLNK,3.5,1989,,0,Y,Y,2,7,0.95,924.066,408.54,598.381875,302.421,0,0,598.382,302.421,0.05,0.111
101,1,7.31,7.31,CSLAB,2.5,1994,NR,0,Y,Y,2,9,0.31,529.087,350.34,409.192875,242.919,0,0,409.193,242.919,0.05,0.111
102,4,19.2,19.2,CBEAM,2.5,1937,NR,0,Y,Y,2,3,0.2,1223.844,314.034,1743.36958,421.949,0,0,1743.37,421.949,0.05,0.111
102,5,5.48,5.48,CBEAM,2.5,1937,NR,0,Y,Y,2,3,0.48,237.732,193.332,278.0505,223.358,0,0,278.05,223.358,0.05,0.111
102,2,19.2,19.2,CBEAM,2.5,1937,NR,0,Y,Y,2,3,0.2,1223.844,314.034,1743.36958,421.949,0,0,1743.37,421.949,0.05,0.111
102,3,24.38,24.38,CBEAM,2.5,1937,NR,0,Y,Y,2,3,0.38,1788.984,355.673,2576.697383,492.591,0,0,2576.697,492.591,0.05,0.111
102,1,5.48,5.48,CBEAM,2.5,1937,NR,0,Y,Y,2,3,0.48,237.732,193.332,278.0505,223.358,0,0,278.05,223.358,0.05,0.111
104,1,68.27,68.27,PGIRD,4,1969,NR,0,Y,Y,2,5,0.27,6298.8,461.68,9277.783839,644.935,0,0,9277.784,644.935,0.05,0.111
105,1-6,9.14,9.14,CBEAM,2.5,1918,ST50.0,50,Y,Y,2,11,0.14,496.927,261.657,540.33525,284.448,580.3784303,315.3925925,580.378,315.393,0.001,0.111
106,1-2,0,5,SBEAM,2.5,1891,RoR,0,Y,Y,2,11,0,216.801,205.085,243.6525,217.854,0,0,243.652,217.854,0.001,0.111
107,1-2,0,5,SBEAM,2.5,1891,RoR,0,Y,Y,2,11,0,216.801,205.085,243.6525,217.854,0,0,243.652,217.854,0.001,0.111
109,1-2,9.55,9.55,PPLNK,3.5,1979,,0,Y,Y,2,7,0.55,871.794,403.26,569.716875,293.546,0,0,569.717,293.546,0.05,0.111
110,1,6.15,6.15,CSLAB,2.5,1951,NR,0,Y,Y,2,5,0.15,287.84,244.658,326.064375,230.549,0,0,326.064,230.548,0.05,0.111
111,2,8.68,8.68,PPLNK,3.5,1979,,0,Y,Y,2,7,0.68,758.102,390.72,507.3705,272.899,0,0,507.37,272.899,0.05,0.111
111,1,4.5,5,PPLNK,3.5,1979,,0,Y,Y,2,7,0,297,290.4,243.6525,217.854,0,0,243.652,217.854,0.05,0.111
112,2,18.69,18.69,PGIRD,4,1979,NR,0,Y,Y,2,7,0.69,2289.573,631.979,1675.259724,418.327,0,0,1675.26,418.327,0.05,0.111
112,1,18.81,18.81,PGIRD,4,1979,NR,0,Y,Y,2,7,0.81,2316.897,634.758,1691.279686,419.122,0,0,1691.28,419.122,0.05,0.111
113,1,9.93,9.93,CSLAB,2.5,1951,NR,0,Y,Y,2,5,0.93,574.07,300.952,596.948625,301.977,0,0,596.949,301.977,0.05,0.111
114,2,24.5,24.5,PVSLB,3.5,1979,,0,Y,Y,2,7,0.5,3789.72,732.6,2600.686179,494.062,0,0,2600.686,494.062,0.05,0.111
114,1,12,12,PVSLB,3.5,1979,,0,Y,Y,2,7,0,1191.96,445.5,818.8051083,342.547,0,0,818.805,342.547,0.05,0.111
114,3,12,12,PVSLB,3.5,1979,,0,Y,Y,2,7,0,1191.96,445.5,818.8051083,342.547,0,0,818.805,342.547,0.05,0.111
116,2-7,19.11,19.11,CBEAM,2.5,1951,NR,0,Y,Y,2,5,0.11,1490.428,350.668,1731.343351,421.243,0,0,1731.343,421.243,0.05,0.111
116,8,18.53,18.53,CBEAM,2.5,1951,NR,0,Y,Y,2,5,0.53,1434.302,349.465,1653.899774,417.268,0,0,1653.9,417.268,0.05,0.111
116,1,18.53,18.53,CBEAM,2.5,1951,NR,0,Y,Y,2,5,0.53,1434.302,349.465,1653.899774,417.268,0,0,1653.9,417.268,0.05,0.111
118,2-3,71.62,71.62,PBOXG,5,1965,NR,0,Y,Y,2,5,0.62,6298.8,461.68,9277.783839,644.935,0,0,9277.784,644.935,0.05,0.111
118,4,76.2,76.2,PBOXG,5,1965,NR,0,Y,Y,2,5,0.2,6298.8,461.68,9277.783839,644.935,0,0,9277.784,644.935,0.05,0.111
118,5-6,71.62,71.62,PBOXG,5,1965,NR,0,Y,Y,2,5,0.62,6298.8,461.68,9277.783839,644.935,0,0,9277.784,644.935,0.05,0.111
118,7,56.32,56.32,PBOXG,5,1965,NR,0,Y,Y,2,5,0.32,5659.91,443.944,8611.717254,639.912,0,0,8611.717,639.912,0.05,0.111
118,1,56.32,56.32,PBOXG,5,1965,NR,0,Y,Y,2,5,0.32,5659.91,443.944,8611.717254,639.912,0,0,8611.717,639.912,0.05,0.111
119,1,53.64,53.64,PBOXG,5,1966,NR,0,Y,Y,2,5,0.64,5214.812,431.005,8124.047509,635.637,0,0,8124.048,635.637,0.05,0.111
121,1-2,5.79,5.79,CSLAB,2.5,1939,RoR,0,Y,Y,2,3,0.79,251.18,196.097,300.265875,226.912,0,0,300.266,226.912,0.05,0.111
122,1,0,5,SBEAM,2.5,1939,RoR,0,Y,Y,2,3,0,216.91,189.05,243.6525,217.854,0,0,243.652,217.854,0.05,0.111
124,2,13.09,13.09,PPLNK,3.5,1992,RoR,0,Y,Y,2,9,0.09,1664.781,570.35,953.792791,362.098,0,0,953.793,362.098,0.05,0.111
124,3,11,11,PPLNK,3.5,1992,RoR,0,Y,Y,2,9,0,1169.438,490,695.0480727,321.685,0,0,695.048,321.685,0.05,0.111
124,2,10.36,10.36,SBEAM,2.5,1936,RoR,0,Y,Y,2,3,0.36,504.462,238.026,635.4749062,310.066,0,0,635.475,310.066,0.05,0.111
124,3,10.05,10.05,SBEAM,2.5,1936,RoR,0,Y,Y,2,3,0.05,484.173,235.093,606.6191536,304.438,0,0,606.619,304.438,0.05,0.111
124,1,11,11,PPLNK,3.5,1992,RoR,0,Y,Y,2,9,0,1169.438,490,695.0480727,321.685,0,0,695.048,321.685,0.05,0.111
124,1,10.05,10.05,SBEAM,2.5,1936,RoR,0,Y,Y,2,3,0.05,484.173,235.093,606.6191536,304.438,0,0,606.619,304.438,0.05,0.111
125,1-4,9.14,9.14,CSLAB,2.5,1930,RoR,0,Y,Y,2,3,0.14,428.603,226.51,540.33525,284.448,0,0,540.335,284.448,0.05,0.111
126,2,9.93,9.93,PUNIT,3.5,1976,NR,0,Y,Y,2,5,0.93,574.07,300.952,596.948625,301.977,0,0,596.949,301.977,0.05,0.111
126,3,10.51,10.51,PUNIT,3.5,1976,NR,0,Y,Y,2,5,0.51,630.844,307.414,649.4373671,312.789,0,0,649.437,312.789,0.05,0.111
126,1,10.51,10.51,PUNIT,3.5,1976,NR,0,Y,Y,2,5,0.51,630.844,307.414,649.4373671,312.789,0,0,649.437,312.789,0.05,0.111
129,1,26.38,26.38,SGIRD,3.5,1990,,0,Y,Y,2,7,0.38,4281.077,755.672,2974.752176,515.235,0,0,2974.752,515.235,0.05,0.111
129,2,35.39,35.39,SGIRD,3.5,1990,,0,Y,Y,2,7,0.39,6635.931,832.166,4725.326206,580.849,0,0,4725.326,580.849,0.05,0.111
130,1,22,22,SGIRD,3.5,1990,NR,0,Y,Y,2,7,0,3136.32,696,2115.661935,459.509,0,0,2115.662,459.509,0.05,0.111
131,1-2,12.19,12.19,PGIRD,4,1965,NR,0,Y,Y,2,5,0.19,803.409,323.225,842.3788817,346.012,0,0,842.379,346.012,0.05,0.111
134,1,41.75,41.75,PBOXG,5,1965,NR,0,Y,N,2,5,0.75,3586.464,373.333,5615.874015,470.478,0,0,5615.874,470.478,0.05,0.111
135,2,22.95,22.95,PGIRD,4,1966,NR,0,N,N,2,5,0.95,1857.296,356.203,0,0,0,0,0,0,0.05,0.111
135,3,29.04,29.04,PGIRD,4,1966,NR,0,N,N,2,5,0.04,2426.372,360.171,0,0,0,0,0,0,0.05,0.111
135,4-11,33.52,33.52,PGIRD,4,1966,NR,0,N,N,2,5,0.52,2840.405,361.182,0,0,0,0,0,0,0.05,0.111
135,12,29.04,29.04,PGIRD,4,1966,NR,0,N,N,2,5,0.04,2426.372,360.171,0,0,0,0,0,0,0.05,0.111
135,13,22.95,22.95,PGIRD,4,1966,NR,0,N,N,2,5,0.95,1857.296,356.203,0,0,0,0,0,0,0.05,0.111
135,14,23.71,23.71,PGIRD,4,1966,NR,0,N,N,2,5,0.71,1929.025,356.934,0,0,0,0,0,0,0.05,0.111
135,1,23.71,23.71,PGIRD,4,1966,NR,0,N,N,2,5,0.71,1929.025,356.934,0,0,0,0,0,0,0.05,0.111
137,1-6,4.87,5,CSLAB,2.5,1941,ST53.0,53,Y,Y,2,4,0,180.86,164.07,243.6525,217.854,273.2286575,248.7915923,273.229,248.792,0.05,0.111
137,1-3,10.05,10.05,PPLNK,3.5,1969,ST53.0,53,Y,Y,2,5,0.05,585.31,302.423,606.6191536,304.438,686.5291726,353.2017042,686.529,353.202,0.05,0.111
138,3,28.95,28.95,CARCH,3.5,1940,ST42.0,0,Y,Y,2,4,0.95,2254.948,376.92,3480.808947,539.064,0,0,3480.809,539.064,0.05,0.111
138,1-2,30,30,PTROG,4,1990,ST42.0,0,Y,Y,2,7,0,5227.2,792,3685.903527,547.399,0,0,3685.904,547.399,0.05,0.111
138,3,11.68,11.68,PTROG,4,1990,ST42.0,0,Y,Y,2,7,0.68,1150.142,439.26,779.2028569,335.871,0,0,779.203,335.871,0.05,0.111
138,2,5.79,5.79,CSLAB,2.5,1940,ST42.0,0,Y,Y,2,4,0.79,209.442,172.547,300.265875,226.912,0,0,300.266,226.912,0.05,0.111
138,4,5.79,5.79,CSLAB,2.5,1940,ST42.0,0,Y,Y,2,4,0.79,209.442,172.547,300.265875,226.912,0,0,300.266,226.912,0.05,0.111
138,5,5.48,5.48,CSLAB,2.5,1940,ST42.0,0,Y,Y,2,4,0.48,198.226,169.22,278.0505,223.358,0,0,278.05,223.358,0.05,0.111
138,1,5.48,5.48,CSLAB,2.5,1940,ST42.0,0,Y,Y,2,4,0.48,198.226,169.22,278.0505,223.358,0,0,278.05,223.358,0.05,0.111
140,1,20.8,20.8,PSUTG,4,2006,ST50.0,50,Y,Y,2,9,0.8,4152.501,864.365,1956.669596,440.007,2227.464794,479.417684,2227.465,479.418,0.05,0.111
140,2,25.75,25.75,PSUTG,4,2006,ST50.0,50,Y,Y,2,9,0.75,6350.782,1053.261,2849.812811,508.567,2961.104552,501.3215014,2961.105,508.567,0.05,0.111
140,3,23.51,23.51,PSUTG,4,2006,ST50.0,50,Y,Y,2,9,0.51,5308.532,967.742,2402.260758,481.317,2631.071459,492.9047649,2631.071,492.905,0.05,0.111
140,2,25.9,25.9,CBEAM,2.5,1939,ST50.0,50,Y,Y,2,3,0.9,1974.534,367.879,2879.647475,510.242,2983.122746,501.8311287,2983.123,510.242,0.05,0.111
140,3,20.72,20.72,CBEAM,2.5,1939,ST50.0,50,Y,Y,2,3,0.72,1378.623,326.34,1946.029576,438.83,2215.457253,478.9335666,2215.457,478.934,0.05,0.111
140,1,20.72,20.72,CBEAM,2.5,1939,ST50.0,50,Y,Y,2,3,0.72,1378.623,326.34,1946.029576,438.83,2215.457253,478.9335666,2215.457,478.934,0.05,0.111
144,1-2,14.83,14.83,PGIRD,4,1981,NR,0,Y,Y,1,7,0.83,1565.893,523.191,1163.114586,385.222,0,0,1163.115,385.222,0.05,0.111
145,1,31.39,31.39,PGIRD,4,1973,NR,0,Y,Y,2,5,0.39,2644.34,360.832,3955.928935,557.325,0,0,3955.929,557.325,0.05,0.111
146,1,13.71,13.71,CBEAM,2.5,1942,ST51.0,51,Y,Y,2,4,0.71,667.144,250.965,1028.986329,371.126,1171.356501,418.9636544,1171.357,418.964,0.05,0.111
147,2-3,12.19,12.19,CBEAM,2.5,1941,ST52.0,52,Y,Y,2,4,0.19,559.765,236.713,842.3788817,346.012,963.078759,397.5338866,963.079,397.534,0.05,0.111
147,4,3.04,5,CBEAM,2.5,1941,ST52.0,52,Y,Y,2,4,0,180.86,164.07,243.6525,217.854,273.2286575,248.7915923,273.229,248.792,0.05,0.111
147,1,3.04,5,CBEAM,2.5,1941,ST52.0,52,Y,Y,2,4,0,180.86,164.07,243.6525,217.854,273.2286575,248.7915923,273.229,248.792,0.05,0.111
148,1,4.57,5,CSLAB,2.5,1943,ST49.0,49,Y,Y,2,4,0,180.86,164.07,243.6525,217.854,255.4093973,232.5660537,255.409,232.566,0.05,0.111
148,2-6,6.06,6.06,CSLAB,2.5,1943,ST49.0,49,Y,Y,2,4,0.06,219.543,175.419,319.61475,229.811,335.0370329,250.8974206,335.037,250.897,0.05,0.111
148,7,4.57,5,CSLAB,2.5,1943,ST49.0,49,Y,Y,2,4,0,180.86,164.07,243.6525,217.854,255.4093973,232.5660537,255.409,232.566,0.05,0.111
150,1-7,6.09,6.09,CSLAB,2.5,1942,ST45.0,45,Y,Y,2,4,0.09,220.795,175.728,321.764625,230.057,305.9147712,227.8997583,321.765,230.057,0.05,0.111
151,1-3,7.62,7.62,PUNIT,3.5,1964,T38,0,Y,Y,2,5,0.62,374.342,269.57,431.40825,248.329,0,0,431.408,248.329,0.05,0.111
152,2-4,27.43,27.43,CBEAM,2.5,1941,ST50.0,50,Y,Y,2,4,0.43,2054.842,364.722,3182.186747,525.58,3206.616866,506.4050278,3206.617,525.58,0.05,0.111
152,5,21.94,21.94,CBEAM,2.5,1941,ST50.0,50,Y,Y,2,4,0.94,1407.582,320.068,2107.718398,458.515,2397.906556,485.6626852,2397.907,485.663,0.05,0.111
152,1,21.94,21.94,CBEAM,2.5,1941,ST50.0,50,Y,Y,2,4,0.94,1407.582,320.068,2107.718398,458.515,2397.906556,485.6626852,2397.907,485.663,0.05,0.111
156,1,10.36,10.36,SGIRD,3.5,1919,RoR,0,Y,Y,2,11,0.36,586.637,286.69,635.4749062,310.066,0,0,635.475,310.066,0.001,0.111
158,1,7.62,7.62,TSLAM,,1994,,0,Y,Y,1,9,0.62,575.548,362.823,431.40825,248.329,0,0,431.408,248.329,0.05,0.111
160,1,23.16,23.16,CBEAM,2.5,1957,NR,0,Y,Y,2,5,0.16,1877.132,356.411,2331.923539,476.592,0,0,2331.924,476.592,0.05,0.111
162,1,54.25,54.25,PBEAM,3.5,1965,NR,0,Y,N,2,5,0.25,5314.565,433.952,6689.24316,474.398,0,0,6689.243,474.398,0.05,0.111
164,1-2,30.48,30.48,PGIRD,4,1969,ST44,0,Y,Y,2,5,0.48,2560.139,360.613,3779.253983,550.9,0,0,3779.254,550.9,0.05,0.111
165,1,27.55,27.55,PVSLB,3.5,1969,NR,0,Y,Y,1,5,0.55,2287.903,359.541,3205.828277,526.702,0,0,3205.828,526.702,0.05,0.111
167,1,9.75,9.75,PUNIT,3.5,1969,T37,0,Y,Y,2,5,0.75,557.895,298.565,584.049375,297.983,0,0,584.049,297.983,0.05,0.111
168,1-2,6.09,6.09,CSLAB,2.5,1969,ST50,50,Y,Y,2,5,0.09,285.032,243.522,321.764625,230.057,345.1346137,257.117676,345.135,257.118,0.05,0.111
169,1-2,6.09,6.09,CSLAB,2.5,1969,ST50,50,Y,Y,2,5,0.09,285.032,243.522,321.764625,230.057,345.1346137,257.117676,345.135,257.118,0.05,0.111
170,1-3,9.14,9.14,PPLNK,3.5,1969,ST62,62,Y,Y,2,5,0.14,503.079,290.476,540.33525,284.448,606.7592681,329.7286194,606.759,329.729,0.05,0.111
171,1-2,38.25,38.25,CBOXG,5,1967,NR,0,N,N,2,5,0.25,3271.23,361.363,0,0,0,0,0,0,0.05,0.111
172,1,20.57,20.57,CBEAM,2.5,1892,ST42.5,0,Y,N,2,11,0.57,1839.325,400.934,1926.07954,429.092,0,0,1926.08,429.092,0.001,0.111
172,2,111.25,111.25,CARCH,3.5,1892,ST42.5,0,Y,N,2,11,0.25,6434.851,443.99,7456.80147,474.927,0,0,7456.801,474.927,0.001,0.111
172,3,20.57,20.57,CBEAM,2.5,1892,ST42.5,0,Y,N,2,11,0.57,1839.325,400.934,1926.07954,429.092,0,0,1926.08,429.092,0.001,0.111
176,1,26.36,26.36,PGIRD,4,1979,,0,Y,Y,2,7,0.36,4275.85,755.446,2970.793496,515.031,0,0,2970.793,515.031,0.05,0.111
177,1-4,10,10,PPLNK,3.5,1979,NR,0,Y,Y,2,7,0,930.6,409.2,601.965,303.531,0,0,601.965,303.531,0.05,0.111
179,4,7.77,7.77,SBEAM,2.5,1911,NR,0,Y,Y,2,11,0.77,398.856,234.108,442.157625,250.946,0,0,442.158,250.946,0.001,0.111
179,5,10.97,10.97,SBEAM,2.5,1911,NR,0,Y,Y,2,11,0.97,634.104,298.981,692.2555805,321.14,0,0,692.256,321.14,0.001,0.111
179,2,6.24,6.24,SBEAM,2.5,1911,NR,0,Y,Y,2,11,0.24,295.87,221.071,332.514,231.286,0,0,332.514,231.286,0.001,0.111
179,3,12.95,12.95,SBEAM,2.5,1911,NR,0,Y,Y,2,11,0.95,869.719,336.029,936.6739754,359.875,0,0,936.674,359.875,0.001,0.111
179,1,10.97,10.97,SBEAM,2.5,1911,NR,0,Y,Y,2,11,0.97,634.104,298.981,692.2555805,321.14,0,0,692.256,321.14,0.001,0.111
185,1,15.24,15.24,CBEAM,2.5,1939,ST56.0,56,Y,Y,2,3,0.24,864.624,281.641,1214.849807,389.685,1445.362242,451.1023715,1445.362,451.102,0.05,0.111
186,1-3,8.83,8.83,SBEAM,2.5,1920,RoR,0,Y,Y,2,11,0.83,474.688,254.857,518.119875,276.857,0,0,518.12,276.857,0.001,0.111
187,2,7.92,7.92,CBEAM,2.5,1940,ST45.0,45,Y,Y,2,4,0.92,306.738,194.347,452.907,253.563,430.5971836,248.0006236,452.907,253.563,0.05,0.111
187,3,8.83,8.83,CBEAM,2.5,1940,ST45.0,45,Y,Y,2,4,0.83,355.34,203.35,518.119875,276.857,492.5977274,271.7657955,518.12,276.857,0.05,0.111
187,1,8.83,8.83,CBEAM,2.5,1940,ST45.0,45,Y,Y,2,4,0.83,355.34,203.35,518.119875,276.857,492.5977274,271.7657955,518.12,276.857,0.05,0.111
188,1-2,8.38,8.38,CBEAM,2.5,1912,RoR,0,Y,Y,2,11,0.38,442.405,244.519,485.87175,264.985,0,0,485.872,264.985,0.001,0.111
193,1,8.07,8.07,SBEAM,2.5,1912,RoR,0,Y,Y,2,11,0.07,420.165,237.397,463.656375,256.806,0,0,463.656,256.806,0.001,0.111
196,2-4,9.14,9.14,SBEAM,2.5,1878,ST33.0,0,Y,Y,2,11,0.14,496.927,261.657,540.33525,284.448,0,0,540.335,284.448,0.001,0.111
196,5,9.45,9.45,SBEAM,2.5,1878,ST33.0,0,Y,Y,2,11,0.45,519.167,268.066,562.550625,291.327,0,0,562.551,291.327,0.001,0.111
196,6,9.2,9.2,SBEAM,2.5,1878,ST33.0,0,Y,Y,2,11,0.2,501.232,262.897,544.635,285.779,0,0,544.635,285.779,0.001,0.111
196,2-6,9.01,9.01,PUNIT,3.5,1963,ST33.0,0,Y,Y,2,5,0.01,491.397,288.752,531.019125,281.564,0,0,531.019,281.564,0.05,0.111
196,2-4,9.14,9.14,PUNIT,3.5,1964,ST33.0,0,Y,Y,2,5,0.14,503.079,290.476,540.33525,284.448,0,0,540.335,284.448,0.05,0.111
196,5,9.45,9.45,PUNIT,3.5,1964,ST33.0,0,Y,Y,2,5,0.45,530.936,294.587,562.550625,291.327,0,0,562.551,291.327,0.05,0.111
196,6,9.2,9.2,PUNIT,3.5,1964,ST33.0,0,Y,Y,2,5,0.2,508.47,291.272,544.635,285.779,0,0,544.635,285.779,0.05,0.111
196,1,11.73,11.73,PGIRD,4,1963,ST33.0,0,Y,Y,2,5,0.73,755.453,319.33,785.3907087,336.914,0,0,785.391,336.914,0.05,0.111
196,1,15.24,15.24,PGIRD,4,1964,ST33.0,0,Y,Y,2,5,0.24,1112.389,340.126,1214.849807,389.685,0,0,1214.85,389.685,0.05,0.111
201,1,43.89,43.89,PBOXG,5,1963,NR,0,Y,N,2,5,0.89,3777.912,383.751,6176.428884,471.56,0,0,6176.429,471.56,0.05,0.111
203,1,19.38,19.38,PGIRD,4,1981,,0,Y,Y,2,7,0.38,2456.467,647.078,1767.42204,423.362,0,0,1767.422,423.362,0.05,0.111
203,2-4,19.7,19.7,PGIRD,4,1981,,0,Y,Y,2,7,0.7,2537.568,653.747,1810.181968,425.874,0,0,1810.182,425.874,0.05,0.111
203,5,19.38,19.38,PGIRD,4,1981,,0,Y,Y,2,7,0.38,2456.467,647.078,1767.42204,423.362,0,0,1767.422,423.362,0.05,0.111
216,2,20.51,20.51,PUNIT,3.5,1965,NR,0,Y,Y,2,5,0.51,1625.004,353.07,1918.099525,435.738,0,0,1918.1,435.738,0.05,0.111
216,1,15.45,15.45,PUNIT,3.5,1965,NR,0,Y,Y,2,5,0.45,1133.122,340.872,1242.383347,391.82,0,0,1242.383,391.82,0.05,0.111
221,2,13.71,13.71,PGIRD,4,1968,ST38,0,Y,Y,2,5,0.71,959.868,333.398,1028.986329,371.126,0,0,1028.986,371.126,0.05,0.111
221,3,12.19,12.19,PGIRD,4,1968,ST38,0,Y,Y,2,5,0.19,803.409,323.225,842.3788817,346.012,0,0,842.379,346.012,0.05,0.111
221,1,12.19,12.19,PGIRD,4,1968,ST38,0,Y,Y,2,5,0.19,803.409,323.225,842.3788817,346.012,0,0,842.379,346.012,0.05,0.111
222,1-5,9.75,9.75,SBEAM,2.5,1891,ST53.0,53,Y,Y,1,11,0.75,540.689,274.268,584.049375,297.983,659.4159107,345.6221006,659.416,345.622,0.001,0.111
223,1,9.6,9.6,PPLNK,3.5,1976,ST47,47,Y,Y,2,5,0.6,544.415,296.576,573.3,294.655,576.1993433,304.5710559,576.199,304.571,0.05,0.111
224,1,10.66,10.66,CBEAM,2.5,1951,NR,0,Y,Y,2,5,0.66,645.692,309.041,663.399828,315.512,0,0,663.4,315.512,0.05,0.111
225,1,7.83,7.83,SGIRD,3.5,1932,ST42.5,0,Y,N,2,3,0.83,353.106,214.526,446.457375,251.993,0,0,446.457,251.993,0.05,0.111
225,2-3,9.75,9.75,SGIRD,3.5,1932,ST42.5,0,Y,N,2,3,0.75,465.698,232.263,584.049375,297.983,0,0,584.049,297.983,0.05,0.111
225,4,12.95,12.95,SGIRD,3.5,1932,ST42.5,0,Y,N,2,3,0.95,685.344,262.44,936.6739754,359.875,0,0,936.674,359.875,0.05,0.111
225,5,10.66,10.66,SGIRD,3.5,1932,ST42.5,0,Y,N,2,3,0.66,524.097,240.864,663.399828,315.512,0,0,663.4,315.512,0.05,0.111
225,6-8,13.35,13.35,CBEAM,2.5,1950,ST42.5,0,Y,N,2,5,0.35,923.354,331.382,985.325565,365.884,0,0,985.326,365.884,0.05,0.111
225,9,12.03,12.03,CBEAM,2.5,1950,ST42.5,0,Y,N,2,5,0.03,786.729,322.001,822.5272831,343.094,0,0,822.527,343.094,0.05,0.111
225,10-12,13.35,13.35,CBEAM,2.5,1950,ST42.5,0,Y,N,2,5,0.35,923.354,331.382,985.325565,365.884,0,0,985.326,365.884,0.05,0.111
225,13,13.13,13.13,CBEAM,2.5,1950,ST42.5,0,Y,N,2,5,0.13,901.04,330.15,958.643987,362.68,0,0,958.644,362.68,0.05,0.111
225,6,13.35,13.35,PGIRD,4,1967,ST42.5,0,Y,N,2,5,0.35,923.354,331.382,985.325565,365.884,0,0,985.326,365.884,0.05,0.111
225,9,12.03,12.03,PGIRD,4,1967,ST42.5,0,Y,N,2,5,0.03,786.729,322.001,822.5272831,343.094,0,0,822.527,343.094,0.05,0.111
225,10-12,13.35,13.35,PGIRD,4,1967,ST42.5,0,Y,N,2,5,0.35,923.354,331.382,985.325565,365.884,0,0,985.326,365.884,0.05,0.111
225,13,13.13,13.13,PGIRD,4,1967,ST42.5,0,Y,N,2,5,0.13,901.04,330.15,958.643987,362.68,0,0,958.644,362.68,0.05,0.111
226,1,72.54,72.54,STRUS,2,1932,ST42.5,0,N,N,2,3,0.54,8467.62,632.17,0,0,0,0,0,0,0.05,0.111
226,2-5,53.34,53.34,STRUS,2,1932,ST42.5,0,N,N,2,3,0.34,6872.885,581.398,0,0,0,0,0,0,0.05,0.111
226,6,502.92,502.92,SARCH,3.5,1932,ST42.5,0,N,N,2,3,0.92,8467.62,632.17,0,0,0,0,0,0,0.05,0.111
226,7-11,50.9,50.9,STRUS,2,1932,ST42.5,0,N,N,2,3,0.9,6321.527,562.744,0,0,0,0,0,0,0.05,0.111
227,1,26.82,26.82,PGIRD,4,1963,ST41,0,Y,Y,2,5,0.82,2220.146,359.173,3061.843142,519.724,0,0,3061.843,519.724,0.05,0.111
